user_id;first_name;username;group_name;bio;group_count;bio_length;has_photo;site_count;site_list;osint_score;exposure_level;sherlock_status;sherlock_found_count;sherlock_checked_at;last_parsed_at
1497196096;Arina;rishechka2002;laravel_pro;Laravel developer [ Omsk ];1;26;1;0;;60;medium;;0;;2026-04-22 02:35:05
1500783714;psyhoqqy;lostmyself2017;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1501311426;Egor;Egor_vev3;andrewgiftschat;🤫;1;1;1;0;;60;medium;;0;;2026-04-22 02:35:05
1512964126;𝑠ℎ𝑎𝑑𝑜𝑤;KALASH_RATATATA;andrewgiftschat;Пустота;1;7;0;0;;50;medium;;0;;2026-04-22 02:35:05
1516419647;gorobeec;gorobeecc;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1518411436;Suren;suren_hov;laravel_pro;Software Engineer;1;17;1;0;;60;medium;;0;;2026-04-22 02:35:05
1519547111;Кирилл;Kirill_AV7;andrewgiftschat;𝓒𝓪𝓻𝓹𝓮 𝓓𝓲𝓮𝓶;1;10;1;0;;60;medium;;0;;2026-04-22 02:35:05
1520458583;Артём;FreedomInTheDark;laravel_pro;|Telegram Support BOT -> https://t.me/HelpHeroSupport |;1;55;1;0;;65;high;;0;;2026-04-22 02:35:05
1528776222;Chroni;AlexChroni;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1533238104;mustard bastard;lilflexik;andrewgiftschat;nobody;1;6;1;0;;60;medium;;0;;2026-04-22 02:35:05
1533649216;Dark13;darkmik_13;andrewgiftschat;Я из снг так что все норм можете выдать;1;39;1;0;;60;medium;;0;;2026-04-22 02:35:05
1534018955;eaex🍷;aealxr;andrewgiftschat;рюкзак на плечи, и до встречи;1;29;1;0;;60;medium;;0;;2026-04-22 02:35:05
1537311824;monthra;equapose;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1537314894;инсаф | ;;andrewgiftschat;возвращайся;1;11;1;0;;45;medium;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1538791650;лероха𓍼;arabkalr;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1538871769;AD999666;c4fggg;andrewgiftschat;@AdvanceIrisBot - первый игровой бот на ириски и голд 🍬🌕;1;56;1;0;;65;high;;0;;2026-04-22 02:35:05
1541531361;шкет;dippklw;andrewgiftschat;—small world, all her friends know of me @kasper0705 🫂;1;54;1;0;;65;high;;0;;2026-04-22 02:35:05
1543172516;s;mrnsts;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1543763519;Matteo;mep527;andrewgiftschat;https://t.me/+jTJBH-eMsCwzZDgy;1;30;1;0;;60;medium;;0;;2026-04-22 02:35:05
1553496890;вилка;vilksq;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1561920676;Максим;logun0v;andrewgiftschat;Если в сети – Отвечу. Не в сети и не отвечаю – не дома/сплю. Угрозы – ЧС. Не хочу уменьшать и увеличивать население земли.;1;122;1;0;;70;high;;0;;2026-04-22 02:35:05
1562416141;Anatoliy_MSH;Anatoliy_MSH;laravel_pro;Developer and Business Developer, 40 y.o. 🇷🇺🇪🇸🇬🇧;1;48;1;0;;65;high;;0;;2026-04-22 02:35:05
1563029633;Grim Bastion;;andrewgiftschat;Silence is my only defense.;1;27;1;0;;45;medium;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1564962836;Anthony;scrapeninja;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1571215388;Faxriyor;Faxriyort;tproger_chat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1576179443;♰sonimoxss♰;mokkill;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1576711071;Stikmer;stikmer;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1580664960;Анжелика;LikaMurlika11;laravel_pro;Добро пожаловать в клуб «Мой мозг — это легаси-код без документации»;1;68;1;0;;65;high;;0;;2026-04-22 02:35:05
1581020222;Said;Atares89;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1589839099;Владимир;ruleress;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1592503829;Плю́шевый Mишkã;zoly_mixa;andrewgiftschat;@biomixi Био | @mixastars КОНКУРСЫ @mixastar_bot | @otzivmixi 750+ Отзывов @magazmixi | https://t.me/PashaGiftsBot?start=ref_1592503829;1;135;1;0;;70;high;;0;;2026-04-22 02:35:05
1595237371;the xz;wxzmc;andrewgiftschat;𝒎𝒗𝒑;1;3;1;0;;60;medium;;0;;2026-04-22 02:35:05
1595739367;Александр;Uvarov_Alex_Sev;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1599723807;Joe;;python_ru;;1;0;0;0;;10;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1599749468;ㅤthokih;heroinsic;andrewgiftschat;ill keep her, I need her - @mweomww https://t.me/bio_for1una;1;60;1;0;;65;high;;0;;2026-04-22 02:35:05
1600410566;OBF;ooobbbfff;andrewgiftschat;Ценности абстрактны, а цены конкретны. Я НЕ АРАБ СУКИ, ЭТО ПУНКТУАЦИЯ!;1;70;1;0;;65;high;;0;;2026-04-22 02:35:05
1601289333;маня;sidikmvv;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1604523750;𝒦𝒶𝓉𝓎𝒶 ྀི;Katian_21;andrewgiftschat;t.me/voprosy?start=gc9lr;1;24;1;0;;60;medium;;0;;2026-04-22 02:35:05
1606640747;🧊FridGe🥶;FridgeBand;andrewgiftschat;ⒾДанный аккаунт находится в Федеральном розыске Российской Федерации;1;68;1;0;;65;high;;0;;2026-04-22 02:35:05
1613013984;Даниил;Daniil_from_Abyss;laravel_pro;PHP🐘 Python🐍 developer;1;22;1;0;;60;medium;;0;;2026-04-22 02:35:05
1615164660;Arsen Mine;Arsen_min3;andrewgiftschat;Мне tak tak tak;1;15;0;0;;50;medium;;0;;2026-04-22 02:35:05
1615169068;⌿;ten7u;andrewgiftschat;Когда ты стоишь спиною к солнцу, ты видишь только свою тень. DEF: @Scorpeey;1;75;1;0;;65;high;;0;;2026-04-22 02:35:05
1617595103;травмадол;traumdolls;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1618077168;ѕℓινκι0_σ;slivki0_O;andrewgiftschat;мой деф @durov;1;14;0;0;;50;medium;;0;;2026-04-22 02:35:05
1618761074;:v;krutiwkaa;andrewgiftschat;@MyStarsX https://t.me/patrickstarsrobot?start=1618761074;1;57;0;0;;55;medium;;0;;2026-04-22 02:35:05
1624920368;вὄĝὄмḋᾄᾗ 'ｓт𝐲𝐋Ẹ;Bogydan55;andrewgiftschat;вẏтḽ ḋᾄᾗᾗẏм вὄĝὄм ẓᾗᾄḉнḭт ᾗḛṩтḭ ṩвḛт ḋᾄҗḛ тᾄм, ĝḋḛ ḋяṵĝḭḛ вḭḋяm тмṵ 🕯;1;69;0;0;;55;medium;;0;;2026-04-22 02:35:05
1625162207;Бандит;burunduk_1845;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1627727512;Serr;Bylypai;andrewgiftschat;Ку-ку,а ты чего сюда чмотришь;1;29;1;0;;60;medium;;0;;2026-04-22 02:35:05
1628803470;Аля💗;Ala_456789;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1629034054;саньок;sashhe;andrewgiftschat;в мире одиноком мне без тебя так холодно, холодно @kilI_alI_people;1;66;1;0;;65;high;;0;;2026-04-22 02:35:05
1629579627;миркис;m1rkiss;andrewgiftschat;I love you and despise you @s0v11💌| основа @m1rkissnya;1;54;1;0;;65;high;;0;;2026-04-22 02:35:05
1630145322;luba🐈‍⬛;Lyuba_one;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1630747122;s;saio310;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1634398869;ᴠɪʟʟ;veiiilw;andrewgiftschat;— 私の心はいつも自由です |†| # |★|;1;23;1;0;;60;medium;;0;;2026-04-22 02:35:05
1635092421;ꪒꪊꪒꪊ益;cmonwilli;andrewgiftschat;τы κσ ɱʜϱ υ τακ, υ τακ, α я ʜυκακ υ я ɱƴ∂ακ.;1;44;1;0;;65;high;;0;;2026-04-22 02:35:05
1635549346;🎀;ksushiksss_0;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1636177729;;;rabota_chaty1;;1;0;0;0;;10;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1636736892;𝐃𝐨𝐨𝐛;MyDoob;andrewgiftschat;𝘐 𝘨𝘦𝘵 𝘮𝘦𝘴𝘴𝘢𝘨𝘦𝘴 𝘧𝘳𝘰𝘮 𝘵𝘩𝘦 𝘴𝘵𝘢𝘳𝘴...;1;32;1;0;;60;medium;;0;;2026-04-22 02:35:05
1639030796;̶A̶n̶e̶m̶o̶<5;Amemik;andrewgiftschat;I have a dream;1;14;1;0;;60;medium;;0;;2026-04-22 02:35:05
1643750450;.;fas3ka;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1643914924;ало;qganlo;andrewgiftschat;https://t.me/anonimnye_smss_bot?start=1643914924;1;48;1;0;;65;high;;0;;2026-04-22 02:35:05
1644762405;v;zetlyyv;andrewgiftschat;i‘m made of memories Elena Greco;1;32;1;0;;60;medium;;0;;2026-04-22 02:35:05
1646951953;sim;wannasexe;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1650135672;Mikael;;python_ru;;1;0;0;0;;10;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1650152587;;;rabota_chaty1;;1;0;0;0;;10;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1651464846;Комару сола😈👆;komaru_sola;andrewgiftschat;UQArOVIaIxrW-IpNLWc0-bUcuWLw1XGP7Bv80Zxc1LndYTU;1;47;1;0;;65;high;;0;;2026-04-22 02:35:05
1653438438;Rozy;RozyJumayew;laravel_pro;Full stack developer;1;20;1;0;;60;medium;;0;;2026-04-22 02:35:05
1653976703;ᛉ‡𝕶𝖓𝖔𝖈𝖐𝖊𝖗†ᛉ🐮;KarinaAnya;andrewgiftschat;𝕴 𝖆𝖒 𝖁𝖊𝖓𝖚𝖘, 𝖆𝖓𝖉 𝖞𝖔𝖚 𝖆𝖗𝖊 𝖒𝖞 𝕸𝖆𝖗𝖘. @werti35;1;41;1;0;;65;high;;0;;2026-04-22 02:35:05
1661396616;𝓥𝓔𝓵𝓲𝓷𝓪𝓪⁶⁹ 🕊️#велик#вонючаясвинья #члм;vEliNA1x;andrewgiftschat;@h4tqid <- •My love• |||| - won't you die tonight for love? @toy_night | @vyyyda май кьют 🤭❤️ ||;1;96;1;0;;65;high;;0;;2026-04-22 02:35:05
1662456774;самат;KRYZAK_77;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1664156726;𝑀.𝑅.;Iiimmba;andrewgiftschat;⭕️;1;2;1;0;;60;medium;;0;;2026-04-22 02:35:05
1665444676;bi0scuit𓆪;NEKOGLAl;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1665706232;Daniel;DanielSpravtsev;laravel_pro;🧑‍💻 Senior Web Developer | Founder & CEO Deploykin & Spravtsev Web | Разработка веб-сервисов и онлайн-платформ — https://spravtsev.pro;1;134;1;0;;70;high;;0;;2026-04-22 02:35:05
1666126061;тигран;zeraaks;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1668944794;;;tproger_chat;;1;0;0;0;;10;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1669551810;🍭;xwqzvy;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1669746821;ᛒᚨᛞᛁᛗ;xacvu;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1673360087;_;smrtvana;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1673674928;SECRET;SmREpsik;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1674264144;𝚊𝚗𝚊𝚜𝚝𝚎𝚢𝚜𝚑𝚊𝚊🤍;chkchikiboom;andrewgiftschat;если меня спросят, что такое в мире красота.. @Olfik228 / @Dedan_side;1;69;1;0;;65;high;;0;;2026-04-22 02:35:05
1678449575;essentov;essentov;andrewgiftschat;@bi0o01 || kent: @oqezo,;1;24;1;0;;60;medium;;0;;2026-04-22 02:35:05
1681084247;𝖘𝖔𝖓𝖍𝖜𝖘 #ᏦnᴀffᴀᏴᴇlᴏvᴇd 𓆩🐮𓆪;S0nxwh;andrewgiftschat;- Ꮯᴀusᴇ Ꮖ'ʍ hᴇrᴇ, Ꮖ'ʍ ᴀlwᴀys righᴛ hᴇrᴇ @knaff4enok;1;51;1;0;;65;high;;0;;2026-04-22 02:35:05
1683223088;Дмитрий;Renar_Pathfinder;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1684074284;"𓆩stupid♰fool𓆪;";Zxc_Dora_1000;andrewgiftschat;- ᴛʙои ᴀᴧыᴇ ᴦᴧᴀзᴀ, ʍᴇдᴧᴇнно бᴇжиᴛ иᴄᴋᴩᴀ @zznastlli;1;50;1;0;;65;high;;0;;2026-04-22 02:35:05
1692487559;TRAVOLTA;joetravolta;tproger_chat;Отвечаю по мере возможности! СПАМ = БАН!;1;40;0;0;;55;medium;;0;;2026-04-22 02:35:05
1692940986;Аня;Anna_Yarygina;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1694926659;eclipse;minni_starrr;andrewgiftschat;i thought i was a fool for no one @minni_star;1;45;1;0;;65;high;;0;;2026-04-22 02:35:05
1698996179;｡*✧Ясечка✧⁠*｡;yassia_krm;andrewgiftschat;— ᴄ ᴛобой ʙᴄᴇᴦдᴀ дᴀ, ᴋᴩоʍᴇ ᴛᴇх ᴄᴧучᴀᴇʙ ᴋоᴦдᴀ оᴛʙᴇᴛ нᴇᴛ @Josten10_Drew3 |⚯ ͛жоски фан ГП,аниме,манхв| 𓆩ꨄ𓆪;1;104;1;0;;65;high;;0;;2026-04-22 02:35:05
1700526671;bezkrovnyy_;hjzfkzfhhs;andrewgiftschat;вы умрете вы знаете этл;1;23;1;0;;60;medium;;0;;2026-04-22 02:35:05
1704922402;Kvanya;Imkvanex;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1706743638;nadea;nadea_hh;laravel_pro;#canthurtme #The40PercentRule;1;29;0;0;;50;medium;;0;;2026-04-22 02:35:05
1707794718;Сергей;inwall_ch;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1707825630;vlad;Bshidow;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1707982893;sr;sr44btw;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1716484759;𝒦𝒾𝓇𝓊𝓈𝒽𝒶;Kirusha_Novikov;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1719219926;𝙸𝚗𝚏𝚒𝚗𝚒𝚝𝚢シ︎;infiniity17;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1721774867;#тёмамладший|подключу платежку;;andrewgiftschat;нету-;1;5;1;0;;45;medium;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1722869029;🌀•𝒮𝐿𝒜𝒱𝒜•🌀#olev;Yasaew;andrewgiftschat;моя самая любимая @pinG69 │ мой бро @xo4yzhit | @marinkis01;1;59;1;0;;65;high;;0;;2026-04-22 02:35:05
1724778896;fl1mer;fl1mer;andrewgiftschat;UQBA31wAo28ZTayivCmoJKVMnWkJOoTmy8-F1ozCpI_9rBk_;1;48;1;0;;65;high;;0;;2026-04-22 02:35:05
1726950785;⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬⁯⁬;xaxaxassq;andrewgiftschat;02:00;1;5;1;0;;60;medium;;0;;2026-04-22 02:35:05
1730717757;thefr0zinax;thefr0zinax;andrewgiftschat;хз;1;2;1;0;;60;medium;;0;;2026-04-22 02:35:05
1733533823;;;rabota_chaty1;;1;0;0;0;;10;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1738166833;dearty_sun;Dearty_sun;andrewgiftschat;- ᴨᴩᴏᴄᴛи ʍᴇня, ʙᴇᴩниᴄь ᴋᴏ ʍнᴇ ᴩᴏднᴀя;1;36;0;0;;50;medium;;0;;2026-04-22 02:35:05
1739646102;Тема;WhyPsychoAang;andrewgiftschat;🫶01.06.25🫶 Не отвечаю- не интересно.;1;36;1;0;;60;medium;;0;;2026-04-22 02:35:05
1740420726;rodilow;rodilow;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1742214030;︎пизда;qii3i;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1744139325;Азамат;Azamat_280311;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1744827526;маскек1ки;yspeu;andrewgiftschat;teg @anymodels //thoughts about one... // my kent @zeropane угрозы=чс;1;69;1;0;;65;high;;0;;2026-04-22 02:35:05
1744899303;Welcome;hdiek93;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1750531779;турик зв 1.4 😁;turikxq;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1751512678;Артём;RussianSunny;laravel_pro;Редактирую текстовые файлы, чтобы заработать себе на жизнь;1;58;1;0;;65;high;;0;;2026-04-22 02:35:05
1754716375;Григорий;Gri_Shark;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1755517658;𝗿𝗮𝗶𝗹𝗶𝗸;railikth;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1755989202;Иван;Ivan23ru;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1759716616;лера;riaaaxz;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1760558254;Timur;thetimg;laravel_pro;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1763785460;🏹;sdespiro;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1768198170;neongx;neongx;andrewgiftschat;Я с водкой и @freerio77;1;23;1;0;;60;medium;;0;;2026-04-22 02:35:05
1768428709;#фанатSBP |;;andrewgiftschat;Бот: @Sbpctars_bot | отзывы: https://t.me/+1km330sPewg1OWJi;1;59;1;0;;50;medium;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1774211676;Артем;Artem864;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1775327525;ᅠᅠ;lalalaxll;andrewgiftschat;тгк: https://t.me/+JDqwTjUX5II0MjYy;1;35;1;0;;60;medium;;0;;2026-04-22 02:35:05
1775711438;София;sofia130693;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1776275734;ангельская;angelskayay;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1777346251;Unnecessary ♱;hateexisting;andrewgiftschat;Forever young. @neprivetrussia;1;30;1;0;;60;medium;;0;;2026-04-22 02:35:05
1778329095;ad4mn;springtrapixh;andrewgiftschat;@T_leyka бебебе Турбек узбек (твою налево) | Вот она, боль утраты;1;65;1;0;;65;high;;0;;2026-04-22 02:35:05
1778462146;erpy;erpyshnost;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1781102463;.𖥔 ݁ 𝐳𝒆𝐮𝐱𝐯𝐢𝐬³⁰ʳᵉᵛˢ ⲅⲁⲣⲁⲏⲧ #𝕚𝕟𝕧𝕚𝕟𝕔𝕚𝕓𝕝𝕖 ʙɪʟʟɪ ɴᴏɢᴀᴍɪ;Minoande;andrewgiftschat;|❗| 𝐆𝐚𝐫𝐚𝐧𝐭 𝟎% 𝐬𝐨 𝐬𝐝𝐞𝐥𝐤𝐢 |❗| 𝐃𝐞𝐟 @police_troll @NoTrolls |❗| 𝐍𝐅𝐓 𝐧𝐞 𝐭𝐫𝐞𝐢𝐳𝐡𝐲 |❗| 𝐓𝐨𝐩 𝐝𝐨𝐯𝐚: 𝟒𝟖𝟎𝟎₽ |❗|;1;98;1;0;;65;high;;0;;2026-04-22 02:35:05
1784340534;dementia2013;dementia2013;python_ru;Ковбой ПБОЮЛ;1;12;0;0;;50;medium;;0;;2026-04-22 02:35:05
1784555050;wྀི;ricruta;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1791327976;ᅠ ︎ ︎ ︎ ︎ ᅠ ︎ ︎ ︎ ︎ ᅠ ︎ ︎;oskwekidk;andrewgiftschat;The cheapest thing in the world is someone else's opinion of you.;1;65;0;0;;55;medium;;0;;2026-04-22 02:35:05
1793277661;Nike;Wadard;andrewgiftschat;Трудись тихо-пусть успех будет шумным;1;37;1;0;;60;medium;;0;;2026-04-22 02:35:05
1794456476;Хумунс#loser;Humunss;andrewgiftschat;Won't you die tonight for love? @Mch4ko;1;39;1;0;;60;medium;;0;;2026-04-22 02:35:05
1794509071;ي;ssstees6;andrewgiftschat;i got golden teeth, she got bright green eyes🪽🪽;1;47;1;0;;65;high;;0;;2026-04-22 02:35:05
1795729757;Doshik♡;Dysh_3;andrewgiftschat;You are my today and all of my tomorrows♡. @Cmiwinka04;1;54;1;0;;65;high;;0;;2026-04-22 02:35:05
1801404822;عشب;mi1shaa;andrewgiftschat;I luv my sweetie boy sm @p4elkaaa;1;33;1;0;;60;medium;;0;;2026-04-22 02:35:05
1801960976;Andrey;Promotion_tg_smm;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1802768768;аnn🗽;pwderl;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1803153204;mmm;miy_miy_miy3;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1803787634;Альберт;akurbanovDev;laravel_pro;Разработка/поддержка веб-проектов под задачи бизнеса в stavtrack.ru;1;67;1;0;;65;high;;0;;2026-04-22 02:35:05
1807480742;Скворец;likohv;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1812653802;ㅤ;;andrewgiftschat;;1;0;0;0;;10;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1814468006;MariaEchо;MariaEcho;laravel_pro;HRD ECHO COMPANY Php Node JS 3D React OUTSTAFF echo-company.ru;1;62;1;0;;65;high;;0;;2026-04-22 02:35:05
1817945579;Анис;monikersdepict;andrewgiftschat;Queen👑👸😈;1;8;1;0;;60;medium;;0;;2026-04-22 02:35:05
1818153860;Егор;Virusnjak040593;python_ru;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1819543129;America_Gamer;Gaming_CentreMB;andrewgiftschat;I'm not just rest of you,I'm stronger I'm smarter I'm better🗿;1;61;0;0;;55;medium;;0;;2026-04-22 02:35:05
1819932963;ghloriss;ghloriss;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1820703832;D♡;DarkKillua;andrewgiftschat;Сильнее тебя я ещё не кого не любила♡ @Lizkalove21;1;50;0;0;;55;medium;;0;;2026-04-22 02:35:05
1821252109;Muhammadiy;;laravel_pro;Data bias creates a distorted of people;1;39;1;0;;45;medium;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1822183935;Server;serverlocal;andrewgiftschat;卡图沙;1;3;1;0;;60;medium;;0;;2026-04-22 02:35:05
1825966986;Дмитрий;tako_god;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1826290383;Аббос;abbos_9500;python_ru;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1827812089;Rahul;;python_ru;...;1;3;0;0;;35;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1828205361;ADOLF;soszxc7;andrewgiftschat;;1;0;0;0;;25;low;;0;;2026-04-22 02:35:05
1828305321;янка;o0o0o0o0o0o00000o;andrewgiftschat;👼✌🏻;1;3;1;0;;60;medium;;0;;2026-04-22 02:35:05
1829112380;ccxlwsss//1;;andrewgiftschat;https://t.me/+agb0pxf2R7xhMGEy;1;30;1;0;;45;medium;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1834865263;Арыстанбек;Est_Zhe_Aris;laravel_pro;Нюхай Аяк;1;9;1;0;;60;medium;;0;;2026-04-22 02:35:05
1836063419;darl1ixx;huuir;andrewgiftschat;ПОПРОШАЙНИЧЕСТВО-ЧС🚫;1;20;1;0;;60;medium;;0;;2026-04-22 02:35:05
1844547622;✨𓆩❄️⃟ ̸̽𝓡𝓮𝓲𝓱𝓪𝓷𝓮ꦿ𓆪✨;Reihane10ap;andrewgiftschat;💕 or ☠️?! ☠️ is 🏆;1;17;1;0;;60;medium;;0;;2026-04-22 02:35:05
1846594041;˖ ࣪ 𝒂𝒓𝒕𝒆𝒓𝒏𝒙 ༅;arternx;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1847103378;Егор (!);egorbatutov;tproger_chat;𝚊𝚗𝚍 𝚒𝚏 𝚢𝚘𝚞 𝚐𝚘, 𝚒 𝚠𝚊𝚗𝚗𝚊 𝚐𝚘 𝚠𝚒𝚝𝚑 𝚢𝚘𝚞... https://t.me/+ig9UusMLsd80MTg6;1;68;1;0;;65;high;;0;;2026-04-22 02:35:05
1848422619;Вадим Александрович;;laravel_pro;48, NN;1;6;1;0;;45;medium;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1848944711;Дмитрий;MCDias;andrewgiftschat;One Thing Is Not Another;1;24;1;0;;60;medium;;0;;2026-04-22 02:35:05
1849963118;@vllxy;nuzvill;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1855045748;Даня;zhevna7;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1856196537;Mavrodik;Chikenui3;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1856709096;Николай;nikOstap88;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1857058793;Евгений;;laravel_pro;;1;0;0;0;;10;low;skipped;0;2026-04-22 02:35:05;2026-04-22 02:35:05
1858953250;Victor️;sazonov19;laravel_pro;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
1861166673;София Агеева;djkfodf;rabota_chaty1;«Я - не результат обстоятельств, я - результат своих решений.»;1;62;1;0;;65;high;;0;;2026-04-22 02:35:05
1861195357;Викач🏒¹⁴;kwerixcs;andrewgiftschat;«Только думаю о тебе» 14S;1;25;1;0;;60;medium;;0;;2026-04-22 02:35:05
1864937984;Алексей;master_pop_s;laravel_pro;Esse quam videri;1;16;1;0;;60;medium;;0;;2026-04-22 02:35:05
1868853324;Юра;clowneezz;andrewgiftschat;@ClownezzStarsBot ✨;1;19;1;0;;60;medium;;0;;2026-04-22 02:35:05
1871567395;︎ ︎ ︎Илья;scam_8888;andrewgiftschat;;1;0;1;0;;35;low;;0;;2026-04-22 02:35:05
